Time_s,Mean_MSD_um2,SEM,D_um2_per_s,R_Square
0,0,0,0.798399819542174,0.997640106781033
0.033333333333,0.0778295092266685,0.0048250752104718,NaN,NaN
0.066666666667,0.156207029137737,0.00981799583374472,NaN,NaN
0.1,0.239028275038205,0.0146080741205841,NaN,NaN
0.133333333333,0.336803486510651,0.018516289997738,NaN,NaN
0.166666666667,0.437003516773834,0.0225467725150688,NaN,NaN
0.2,0.536775915379638,0.02628366982179,NaN,NaN
0.233333333333,0.635934427933961,0.0300903772166539,NaN,NaN
0.266666666667,0.732887012621096,0.0335680328731852,NaN,NaN
0.3,0.832403570155158,0.0375308649904173,NaN,NaN
0.333333333333,0.930701080494814,0.0411735259635077,NaN,NaN
0.366666666667,1.02774187632485,0.0450850359471018,NaN,NaN
0.4,1.12742199625567,0.049598704929046,NaN,NaN
0.433333333333,1.2289434509594,0.0549431794565921,NaN,NaN
0.466666666667,1.32911915392782,0.0606071341829677,NaN,NaN
0.5,1.42793762811026,0.0673221892348728,NaN,NaN
0.533333333333,1.52876657435685,0.0746809954218211,NaN,NaN
0.566666666667,1.63015869900624,0.0822879381461343,NaN,NaN
0.6,1.73180643949874,0.0899154027460894,NaN,NaN
0.633333333333,1.83270843813521,0.0980709584042523,NaN,NaN
0.666666666667,1.93644336507133,0.107314834689406,NaN,NaN
0.7,2.04379940594084,0.117500712299576,NaN,NaN
0.733333333333,2.15261282429251,0.127387223506291,NaN,NaN
0.766666666667,2.25977593081179,0.137620083644264,NaN,NaN
0.8,2.37074094449259,0.148445200237743,NaN,NaN
0.833333333333,2.4804576949018,0.15885801862272,NaN,NaN
0.866666666667,2.59032813561651,0.169270199400093,NaN,NaN
0.9,2.6999632521952,0.179057081168426,NaN,NaN
0.933333333333,2.81236067090427,0.189435422781965,NaN,NaN
0.966666666667,2.92457418948869,0.200341627591596,NaN,NaN
1,3.04040333141631,0.211129645767201,NaN,NaN
1.033333333333,3.15624371500003,0.222099678993061,NaN,NaN
1.066666666667,3.27305893903215,0.233417010396388,NaN,NaN
1.1,3.38835932992663,0.243925312080675,NaN,NaN
1.133333333333,3.50545912885125,0.254694070259852,NaN,NaN
1.166666666667,3.62440287652558,0.266598350571637,NaN,NaN
1.2,3.74182971789658,0.278624619953164,NaN,NaN
1.233333333333,3.86071748500039,0.290977406338655,NaN,NaN
1.266666666667,3.97940832321415,0.302729396867281,NaN,NaN
1.3,4.09927012963323,0.315220105010923,NaN,NaN
1.333333333333,4.22279804572866,0.327752959482927,NaN,NaN
1.366666666667,4.34753451258288,0.340181678619937,NaN,NaN
1.4,4.47178917981249,0.352102643241984,NaN,NaN
1.433333333333,4.59425227548864,0.364776046873467,NaN,NaN
1.466666666667,4.71542978302403,0.377834327738645,NaN,NaN
1.5,4.83474881155126,0.39129990812439,NaN,NaN
1.533333333333,4.95214128384041,0.40533414002595,NaN,NaN
1.566666666667,5.06795807376953,0.418993940271362,NaN,NaN
1.6,5.18201374532619,0.432420162281862,NaN,NaN
1.633333333333,5.29528998590574,0.446496523166743,NaN,NaN
1.666666666667,5.40890650133175,0.460909425475441,NaN,NaN
1.7,5.52140730029153,0.475601642068416,NaN,NaN
1.733333333333,5.6356304107594,0.489954810631213,NaN,NaN
1.766666666667,5.74971622254368,0.504578838773394,NaN,NaN
1.8,5.86552988501673,0.518978925613966,NaN,NaN
1.833333333333,5.98484537988657,0.534583166536302,NaN,NaN
1.866666666667,6.10204094887293,0.55105681356343,NaN,NaN
1.9,6.21952240964626,0.568254292660779,NaN,NaN
1.933333333333,6.33823469948781,0.585346510606534,NaN,NaN
1.966666666667,6.45632514049747,0.602080022676551,NaN,NaN
2,6.57105860764423,0.617643636784536,NaN,NaN
